questionId,currentTopic,proposedTopic,confidence,status,questionNo,assetUrl,sourceStatus,answerVerified,reason
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-12,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,12,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-12.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-13,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,13,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-13.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-14,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,14,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-14.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-15,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,15,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-15.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-16,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,16,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-16.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-17,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,17,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-17.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-18,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,18,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-18.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-19,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,19,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-19.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-20,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,20,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-20.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-21,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,21,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-21.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-22,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,22,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-22.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-23,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,23,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-cozumlu-23.jpg,pending-official-answer-verification,False,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-01,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,1,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-01.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-02,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,2,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-02.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-03,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,3,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-03.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-04,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,4,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-04.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-05,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,5,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-05.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-06,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,6,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-06.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-07,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,7,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-07.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-08,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,8,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-08.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-09,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,9,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-09.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-10,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,10,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-10.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-11,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,11,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-11.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-12,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,12,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-1-12.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-01,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,1,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-01.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-02,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,2,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-02.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-03,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,3,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-03.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-04,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,4,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-04.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-05,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,5,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-05.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-06,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,6,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-06.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-07,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,7,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-07.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-08,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,8,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-08.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-09,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,9,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-09.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-10,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,10,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-10.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-11,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,11,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-11.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-12,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,12,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-2-12.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-01,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,1,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-01.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-02,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,2,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-02.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-03,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,3,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-03.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-04,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,4,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-04.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-05,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,5,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-05.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-06,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,6,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-06.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-07,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,7,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-07.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-08,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,8,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-3-08.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-01,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,1,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-01.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-02,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,2,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-02.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-03,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,3,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-03.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-04,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,4,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-04.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-05,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,5,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-05.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-06,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,6,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-06.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-07,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,7,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-07.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-08,Denklemler ve Eşitsizlikler,Bölme - Bölünebilme Kuralları,HIGH,REMAP,8,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-bolunebilme-kurallari-test-4-08.jpg,student-ready,True,Kaynak chapter 'Bölünebilme Kuralları' olduğundan canonical konu 'Bölme - Bölünebilme Kuralları' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-01,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,1,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-01.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-02,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,2,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-02.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-03,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,3,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-03.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-04,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,4,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-04.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-05,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,5,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-05.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-06,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,6,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-06.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-07,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,7,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-07.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-08,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,8,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-08.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-09,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,9,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-09.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-10,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,10,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-10.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-11,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,11,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-11.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-12,Denklemler ve Eşitsizlikler,Üslü İfadeler,HIGH,REMAP,12,/assets/meb-dort-dortluk-tyt-math-v11/meb-dort-dortluk-tyt-mat-uslu-ifadeler-ve-denklemler-cozumlu-12.jpg,pending-official-answer-verification,False,Kaynak chapter 'Üslü İfadeler ve Denklemler' olduğundan canonical konu 'Üslü İfadeler' olmalı.
